0.128	0.365
0.138	0.382
0.153	0.402
0.167	0.423
0.183	0.436
0.196	0.440
0.210	0.437
0.224	0.434
0.238	0.445
0.252	0.449
0.268	0.455
0.276	0.441
0.292	0.467
0.308	0.467
0.323	0.473
0.335	0.483
0.349	0.492
0.365	0.498
0.378	0.503
0.392	0.509
0.404	0.515
0.420	0.522
0.433	0.530
0.447	0.537
0.461	0.549
0.475	0.563
0.490	0.578
0.501	0.598
0.517	0.617
0.532	0.645
0.540	0.673
0.557	0.706
0.572	0.737
0.587	0.767
0.603	0.819
0.617	0.874
0.628	0.898
0.642	0.932
0.657	0.960
0.674	0.960
0.683	0.930
0.697	0.883
0.711	0.834
0.724	0.797
0.741	0.773
0.754	0.767
0.771	0.761
0.780	0.754
0.797	0.756
0.809	0.760
0.824	0.759
0.836	0.742
0.850	0.765
0.866	0.774
0.877	0.735
0.893	0.790
0.906	0.795
0.920	0.805
0.935	0.832
0.947	0.832
0.960	0.856
0.975	0.883
0.987	0.927
1.004	0.974
1.015	1.029
1.032	1.090
1.046	1.162
1.060	1.250
1.073	1.341
1.087	1.448
1.100	1.546
1.114	1.644
1.128	1.720
1.143	1.752
1.159	1.726
1.166	1.642
1.181	1.521
1.198	1.398
1.210	1.303
1.226	1.229
1.241	0.778
1.254	1.117
1.268	1.079
1.281	1.052
1.295	1.033
1.308	1.019
1.322	1.012
1.335	1.012
1.351	1.010
1.364	1.009
1.380	1.012
1.387	1.018
1.400	1.042
1.415	1.049
1.429	1.077
1.444	1.121
1.459	1.168
1.473	1.235
1.489	1.444
1.500	1.404
1.518	1.516
1.528	1.652
1.540	1.798
1.556	1.964
1.570	2.137
1.581	2.313
1.598	2.479
1.612	2.615
1.626	2.685
1.639	2.678
1.654	2.583
1.667	2.428
1.680	2.245
1.694	2.071
1.709	1.913
1.722	1.765
1.733	1.645
1.747	1.536
1.768	1.446
1.781	1.388
1.794	1.744
1.807	1.430
1.819	1.138
1.832	1.243
1.848	1.232
1.861	1.225
1.876	1.221
1.888	1.223
1.905	1.230
1.918	1.250
1.928	1.289
1.944	1.344
1.959	1.408
1.972	1.505
1.979	1.615
1.997	1.729
2.018	1.910
2.028	2.094
2.041	2.297
2.054	2.537
2.067	2.774
2.082	3.028
2.097	3.224
2.110	3.367
2.122	3.449
2.137	3.443
2.148	3.356
2.168	3.227
2.180	3.061
2.193	2.873
2.206	2.670
2.222	2.464
2.235	2.245
2.248	2.071
2.265	1.921
2.272	1.797
2.290	1.687
2.305	1.595
2.316	1.515
2.330	1.462
2.343	1.420
2.358	1.401
2.373	1.381
2.383	1.377
2.402	1.380
2.414	1.398
2.427	1.432
2.443	1.497
2.455	1.573
2.466	1.674
2.478	1.815
2.495	1.973
2.510	2.154
2.525	2.377
2.536	2.605
2.550	2.851

