0.110	0.153
0.126	0.182
0.140	0.235
0.153	0.251
0.168	0.270
0.181	0.270
0.196	0.251
0.209	0.227
0.223	0.196
0.236	0.193
0.252	0.187
0.269	0.194
0.284	0.163
0.294	0.208
0.308	0.229
0.324	0.249
0.335	0.266
0.351	0.288
0.364	0.315
0.379	0.335
0.394	0.389
0.406	0.405
0.421	0.446
0.436	0.472
0.451	0.519
0.463	0.568
0.477	0.619
0.491	0.670
0.506	0.731
0.516	0.800
0.534	0.871
0.549	0.942
0.564	1.021
0.574	1.113
0.590	1.205
0.604	1.294
0.621	1.392
0.633	1.460
0.644	1.483
0.656	1.429
0.674	1.288
0.688	1.102
0.705	0.935
0.718	0.813
0.730	0.731
0.741	0.693
0.759	0.670
0.772	0.671
0.786	0.689
0.802	0.717
0.814	0.740
0.830	0.789
0.842	0.838
0.858	0.898
0.871	0.963
0.885	1.050
0.899	1.134
0.914	1.234
0.926	1.337
0.937	1.461
0.954	1.590
0.967	1.720
0.984	1.865
0.992	2.036
1.011	2.202
1.024	2.377
1.039	2.579
1.051	2.781
1.068	2.998
1.080	3.215
1.092	3.434
1.108	3.599
1.122	3.685
1.135	3.624
1.147	3.374
1.163	2.966
1.178	2.512
1.190	2.106
1.208	1.810
1.219	1.589
1.235	1.441
1.248	1.343
1.259	1.301
1.275	1.295
1.289	1.316
1.305	1.373
1.317	1.444
1.330	1.536
1.344	1.655
1.358	1.786
1.371	1.926
1.383	2.100
1.400	2.280
1.415	2.475
1.430	2.680
1.444	2.916
1.455	3.188
1.469	3.459
1.483	3.757
1.497	4.059
1.509	4.395
1.526	4.746
1.537	5.103
1.554	5.492
1.566	5.876
1.581	6.229
1.596	6.528
1.610	6.669
1.623	6.582
1.638	6.264
1.650	5.686
1.665	5.028
1.679	4.419
1.693	3.886
1.706	3.412
1.719	2.986
1.733	2.645
1.748	2.416
1.764	2.280
1.776	2.222
1.788	2.213
1.802	2.263
1.817	2.360
1.831	2.495
1.845	2.670
1.859	2.864
1.873	3.096
1.885	3.356
1.900	3.650
1.913	3.935
1.928	4.300
1.942	4.660
1.956	5.047
1.968	5.479
1.985	5.924
1.996	6.384
2.010	6.890
2.024	7.414
2.037	7.952
2.052	8.485
2.068	9.014
2.077	9.455
2.094	9.743
2.109	9.820
2.121	9.608
2.136	9.175
2.148	8.606
2.164	7.980
2.174	7.329
2.191	6.630
2.205	5.913
2.219	5.267
2.233	4.745
2.246	4.346
2.260	4.043
2.274	3.808
2.285	3.682
2.302	3.649
2.315	3.702
2.329	3.794
2.344	3.946
2.358	4.152
2.371	4.420
2.382	4.733
2.397	5.072
